System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,
2026-07-30,06:40:13.025,0.18,1.80,0.10,0.63,2.44,86.67,13.10,0.58,0.49,0.0064,0.0010,10.60,8.51,63,13593.22,7541.15,3878.18,1.80,15.02,0.18,1.46,15.52,26.89,0.00,45.71,11.89,100.00,0.00,0.00,0.00,27.85,16.63,3.59,
2026-07-30,06:40:14.027,0.06,0.97,0.06,0.71,2.78,79.51,11.47,0.58,0.45,0.0182,0.0026,9.93,8.12,65,4357.62,4485.98,3882.64,0.97,8.09,0.06,0.47,8.10,25.91,0.00,46.90,19.09,100.00,0.00,0.00,0.00,21.77,10.72,3.48,
2026-07-30,06:40:15.029,0.04,0.82,0.05,0.67,2.62,81.77,11.43,0.58,0.43,0.0242,0.0034,10.14,8.25,63,3383.57,4132.84,3877.97,0.82,6.82,0.04,0.36,7.94,28.91,0.00,42.37,20.78,100.00,0.00,0.00,0.00,20.84,9.74,3.50,
2026-07-30,06:40:16.025,0.06,1.00,0.06,0.69,2.69,81.82,11.45,0.58,0.43,0.0182,0.0025,10.02,8.15,65,4497.70,4498.51,3877.89,1.00,8.33,0.06,0.48,8.40,24.87,0.00,47.04,19.69,100.00,0.00,0.00,0.00,21.98,10.88,3.53,
2026-07-30,06:40:17.028,0.06,0.99,0.06,0.68,2.67,83.81,11.74,0.57,0.43,0.0185,0.0026,10.21,8.25,63,4541.04,4580.95,3881.31,0.99,8.26,0.06,0.49,8.62,27.56,0.00,44.91,18.91,100.00,0.00,0.00,0.00,22.14,10.93,3.65,
2026-07-30,06:40:18.027,0.05,0.82,0.06,0.63,2.45,84.90,11.44,0.57,0.58,0.0232,0.0031,10.26,8.26,62,3666.64,4449.15,3877.55,0.82,6.87,0.05,0.39,9.13,37.76,0.00,37.35,15.77,100.00,0.00,0.00,0.00,21.71,10.51,3.59,
2026-07-30,06:40:19.028,0.06,1.00,0.06,0.67,2.61,83.38,11.22,0.57,0.46,0.0184,0.0025,10.09,8.18,62,4521.93,4529.41,3879.59,1.00,8.32,0.06,0.49,8.72,27.47,0.00,46.36,17.44,100.00,0.00,0.00,0.00,22.55,10.95,3.99,
2026-07-30,06:40:20.028,0.05,0.85,0.05,0.68,2.65,81.57,11.18,0.57,0.46,0.0230,0.0032,10.08,8.26,56,3543.42,4178.78,3880.25,0.85,7.07,0.05,0.38,7.93,26.86,0.00,43.88,21.32,100.00,0.00,0.00,0.00,21.35,9.98,3.79,
2026-07-30,06:40:21.028,0.06,1.01,0.06,0.70,2.73,82.17,11.52,0.57,0.45,0.0183,0.0026,10.06,8.21,63,4500.81,4450.22,3878.16,1.01,8.43,0.06,0.48,8.20,24.40,0.00,46.93,20.48,100.00,0.00,0.00,0.00,22.41,10.87,3.97,
2026-07-30,06:40:22.027,0.16,1.30,0.13,0.90,3.50,122.02,16.66,0.54,0.60,0.0097,0.0013,13.05,8.96,61,12590.14,9709.07,3879.24,1.30,10.81,0.16,1.35,13.96,23.63,0.00,46.68,15.73,100.00,0.00,0.00,0.00,32.09,20.52,3.85,
2026-07-30,06:40:23.028,0.06,1.00,0.06,0.67,2.62,91.00,11.33,0.56,0.59,0.0190,0.0024,10.64,8.54,65,4796.46,4795.90,3877.85,1.00,8.33,0.06,0.52,9.19,28.08,0.00,44.52,18.21,100.00,0.00,0.00,0.00,22.25,10.93,3.71,
2026-07-30,06:40:24.028,0.07,1.09,0.06,0.71,2.78,84.00,11.63,0.56,0.45,0.0163,0.0023,10.23,8.35,65,5144.53,4700.23,3877.04,1.09,9.12,0.07,0.55,8.50,30.88,0.00,39.71,20.91,100.00,0.00,0.00,0.00,23.19,11.50,4.11,
2026-07-30,06:40:25.027,0.06,1.01,0.06,0.71,2.76,82.06,11.57,0.57,0.43,0.0180,0.0025,10.07,8.25,61,4553.20,4509.11,3879.98,1.01,8.41,0.06,0.49,8.22,23.34,0.00,47.57,20.87,100.00,0.00,0.00,0.00,22.20,10.90,3.71,
2026-07-30,06:40:26.027,0.04,0.83,0.05,0.66,2.58,82.29,11.47,0.57,0.43,0.0237,0.0033,10.07,8.24,62,3470.55,4205.69,3879.37,0.83,6.88,0.04,0.37,8.18,25.23,0.00,49.11,17.47,100.00,0.00,0.00,0.00,21.21,9.76,3.89,
2026-07-30,06:40:27.027,0.06,0.99,0.06,0.70,2.72,82.98,11.73,0.57,0.43,0.0184,0.0026,10.15,8.31,62,4511.26,4536.06,3878.60,0.99,8.29,0.06,0.48,8.38,29.06,0.00,44.28,18.29,100.00,0.00,0.00,0.00,22.65,10.99,4.09,
2026-07-30,06:40:28.028,0.06,1.01,0.06,0.69,2.71,81.46,11.62,0.57,0.42,0.0180,0.0026,10.00,8.23,60,4527.43,4486.20,3882.50,1.01,8.41,0.06,0.49,8.32,26.86,0.00,47.53,17.28,100.00,0.00,0.00,0.00,22.32,10.75,3.96,
2026-07-30,06:40:29.028,0.04,0.83,0.05,0.67,2.61,80.90,11.43,0.57,0.43,0.0237,0.0033,10.02,8.27,62,3414.95,4097.28,3879.27,0.83,6.95,0.04,0.37,7.89,30.24,0.00,41.57,20.30,100.00,0.00,0.00,0.00,21.43,9.81,4.06,
2026-07-30,06:40:30.030,0.06,1.01,0.06,0.70,2.75,79.80,11.49,0.57,0.43,0.0179,0.0026,9.88,8.14,65,4456.22,4410.15,3881.51,1.01,8.42,0.06,0.48,8.07,31.71,0.00,40.14,20.08,100.00,0.00,0.00,0.00,22.36,10.87,3.92,
2026-07-30,06:40:31.030,0.06,1.03,0.06,0.70,2.72,82.31,11.43,0.57,0.46,0.0174,0.0024,10.08,8.28,63,4722.85,4576.41,3881.24,1.03,8.60,0.06,0.51,8.46,30.12,0.00,40.67,20.76,100.00,0.00,0.00,0.00,22.48,11.06,3.83,
2026-07-30,06:40:32.030,0.04,0.82,0.05,0.66,2.57,81.35,11.24,0.57,0.45,0.0239,0.0033,10.03,8.26,65,3401.74,4127.87,3877.35,0.82,6.87,0.04,0.37,8.07,25.14,0.00,46.62,20.17,100.00,0.00,0.00,0.00,21.51,9.87,4.09,
2026-07-30,06:40:33.029,0.13,1.55,0.09,0.65,2.52,88.41,12.74,0.57,0.47,0.0085,0.0012,10.55,8.41,61,10345.08,6655.09,3875.00,1.55,12.95,0.13,1.11,13.27,29.34,0.00,42.33,15.06,100.00,0.00,0.00,0.00,26.92,15.22,4.12,
2026-07-30,06:40:34.029,0.11,1.42,0.08,0.67,2.62,86.84,12.32,0.57,0.47,0.0100,0.0014,10.38,8.38,58,8681.17,6112.39,3878.93,1.42,11.84,0.11,0.93,11.73,28.64,0.00,42.05,17.58,100.00,0.00,0.00,0.00,25.54,14.13,3.83,
2026-07-30,06:40:35.029,0.06,0.96,0.06,0.69,2.71,82.16,11.60,0.57,0.46,0.0191,0.0027,10.11,8.27,63,4295.49,4460.63,3879.35,0.96,8.02,0.06,0.46,8.28,28.61,0.00,41.93,21.18,100.00,0.00,0.00,0.00,22.27,10.62,4.09,
2026-07-30,06:40:36.029,0.06,0.98,0.06,0.68,2.64,83.20,11.77,0.57,0.47,0.0185,0.0026,10.16,8.24,65,4486.27,4576.19,3877.68,0.98,8.17,0.06,0.48,8.72,26.50,0.00,43.96,20.81,100.00,0.00,0.00,0.00,22.56,10.89,4.11,
2026-07-30,06:40:37.030,0.05,0.85,0.05,0.64,2.51,83.08,11.42,0.57,0.46,0.0231,0.0032,10.14,8.28,65,3590.44,4246.15,3882.26,0.85,7.05,0.05,0.39,8.49,24.10,0.00,46.09,21.32,100.00,0.00,0.00,0.00,21.62,10.07,3.95,
2026-07-30,06:40:38.030,0.06,0.97,0.06,0.67,2.63,83.70,11.76,0.57,0.46,0.0192,0.0027,10.24,8.31,66,4363.07,4514.63,3879.28,0.97,8.05,0.06,0.47,8.64,22.26,0.00,48.66,20.44,100.00,0.00,0.00,0.00,22.34,10.69,4.08,
2026-07-30,06:40:39.035,0.06,0.97,0.06,0.68,2.67,82.63,11.71,0.57,0.46,0.0189,0.0027,10.15,8.27,67,4378.81,4495.12,3889.94,0.97,8.12,0.06,0.47,8.45,27.65,0.00,44.14,19.76,100.00,0.00,0.00,0.00,22.04,10.53,3.90,
2026-07-30,06:40:40.035,0.04,0.82,0.05,0.66,2.59,82.10,11.59,0.58,0.43,0.0241,0.0034,10.13,8.28,63,3405.60,4174.07,3879.51,0.82,6.80,0.04,0.37,8.10,30.94,0.00,43.22,17.73,100.00,0.00,0.00,0.00,21.52,10.05,3.90,
2026-07-30,06:40:41.034,0.06,1.02,0.06,0.68,2.67,82.89,11.72,0.57,0.47,0.0178,0.0025,10.18,8.31,65,4659.09,4589.40,3879.37,1.02,8.46,0.06,0.50,8.65,22.85,0.00,48.15,20.35,100.00,0.00,0.00,0.00,22.59,10.98,4.06,
2026-07-30,06:40:42.035,0.11,1.38,0.08,0.72,2.82,99.12,12.22,0.54,0.61,0.0113,0.0014,11.24,8.68,55,8775.88,6349.69,3882.33,1.38,11.52,0.11,0.94,11.33,28.94,0.00,41.92,17.81,100.00,0.00,0.00,0.00,25.77,14.07,4.06,
2026-07-30,06:40:43.036,0.05,0.83,0.05,0.68,2.63,82.67,11.66,0.57,0.43,0.0234,0.0033,10.10,8.27,67,3539.21,4260.24,3878.66,0.83,6.92,0.05,0.38,8.13,31.87,0.00,40.37,19.63,100.00,0.00,0.00,0.00,21.73,10.12,4.03,
2026-07-30,06:40:44.036,0.06,0.99,0.06,0.69,2.70,82.35,11.55,0.57,0.47,0.0184,0.0026,10.12,8.30,66,4486.84,4518.68,3878.38,0.99,8.27,0.06,0.48,8.42,31.95,0.00,38.67,20.96,100.00,0.00,0.00,0.00,22.43,10.76,4.10,
2026-07-30,06:40:45.036,0.06,0.98,0.06,0.70,2.74,81.25,11.76,0.58,0.46,0.0187,0.0027,10.04,8.25,65,4348.78,4444.74,3878.28,0.98,8.15,0.06,0.47,8.16,32.96,0.00,39.44,19.44,100.00,0.00,0.00,0.00,22.54,10.82,4.14,
2026-07-30,06:40:46.037,0.04,0.83,0.05,0.66,2.56,80.63,11.38,0.58,0.43,0.0239,0.0034,9.99,8.25,65,3375.92,4066.09,3881.11,0.83,6.92,0.04,0.36,7.99,27.20,0.00,45.19,19.62,100.00,0.00,0.00,0.00,21.27,9.78,3.92,
2026-07-30,06:40:47.036,0.06,0.98,0.06,0.71,2.77,81.18,11.59,0.57,0.45,0.0187,0.0027,10.03,8.21,66,4338.35,4412.01,3878.70,0.98,8.19,0.06,0.47,8.00,27.97,0.00,44.06,19.97,100.00,0.00,0.00,0.00,22.37,10.69,4.12,
2026-07-30,06:40:48.036,0.06,0.93,0.06,0.66,2.57,84.14,11.72,0.57,0.58,0.0197,0.0027,10.23,8.28,50,4274.84,4608.96,3879.83,0.93,7.73,0.06,0.46,9.00,34.44,0.00,38.62,17.94,100.00,0.00,0.00,0.00,22.72,10.99,4.13,
2026-07-30,06:40:49.038,0.05,0.90,0.05,0.68,2.67,79.37,11.17,0.57,0.46,0.0210,0.0030,9.90,8.21,62,3779.01,4202.52,3882.56,0.90,7.49,0.05,0.41,7.90,28.29,0.00,39.14,24.66,100.00,0.00,0.00,0.00,21.43,10.20,3.62,
2026-07-30,06:40:50.039,0.06,0.97,0.06,0.70,2.74,82.56,11.51,0.57,0.47,0.0189,0.0026,10.17,8.31,63,4374.69,4514.61,3879.95,0.97,8.08,0.06,0.47,8.28,23.67,0.00,45.73,22.32,100.00,0.00,0.00,0.00,22.05,10.67,3.81,
2026-07-30,06:40:51.038,0.04,0.81,0.05,0.68,2.64,83.50,11.57,0.57,0.43,0.0246,0.0034,10.25,8.34,62,3400.14,4196.26,3877.44,0.81,6.75,0.04,0.37,8.00,24.76,0.00,49.33,17.91,100.00,0.00,0.00,0.00,21.22,10.00,3.65,
2026-07-30,06:40:52.038,0.06,0.98,0.06,0.70,2.75,82.95,11.73,0.57,0.46,0.0191,0.0027,10.16,8.33,62,4335.60,4409.38,3881.09,0.98,8.19,0.06,0.47,8.07,24.07,0.00,48.13,19.73,100.00,0.00,0.00,0.00,22.28,10.59,4.12,
2026-07-30,06:40:53.038,0.06,0.99,0.06,0.71,2.76,81.04,11.64,0.58,0.45,0.0187,0.0027,10.03,8.25,62,4334.81,4392.11,3875.96,0.99,8.22,0.06,0.47,8.00,29.94,0.00,42.57,19.49,100.00,0.00,0.00,0.00,22.28,10.79,3.92,
2026-07-30,06:40:54.038,0.04,0.83,0.05,0.68,2.65,81.83,11.59,0.59,0.42,0.0242,0.0034,10.07,8.31,62,3380.78,4086.85,3879.57,0.83,6.89,0.04,0.36,7.75,25.51,0.00,50.84,15.90,100.00,0.00,0.00,0.00,21.41,9.76,4.09,
2026-07-30,06:40:55.037,0.06,0.97,0.06,0.71,2.77,82.36,11.75,0.58,0.45,0.0191,0.0027,10.10,8.28,62,4320.44,4438.63,3876.76,0.97,8.11,0.06,0.46,8.05,28.19,0.00,45.53,18.23,100.00,0.00,0.00,0.00,22.21,10.63,3.99,
2026-07-30,06:40:56.037,0.06,1.00,0.06,0.71,2.77,81.76,11.70,0.57,0.45,0.0185,0.0027,10.05,8.24,61,4413.19,4433.65,3878.15,1.00,8.29,0.06,0.47,8.04,28.43,0.00,43.82,19.71,100.00,0.00,0.00,0.00,22.31,10.77,3.98,
2026-07-30,06:40:57.038,0.04,0.81,0.05,0.67,2.62,76.23,11.38,0.59,0.35,0.0233,0.0035,9.89,8.24,65,3268.69,4022.82,3879.75,0.81,6.77,0.04,0.35,7.73,22.66,0.00,54.06,15.55,100.00,0.00,0.00,0.00,21.75,9.77,4.43,
2026-07-30,06:40:58.037,0.13,1.26,0.10,0.86,3.35,103.52,14.38,0.54,0.58,0.0105,0.0015,11.56,8.43,62,9842.84,7823.29,3876.15,1.26,10.48,0.13,1.06,11.76,28.90,0.00,42.56,16.78,100.00,0.00,0.00,0.00,28.46,16.35,4.47,
2026-07-30,06:40:59.038,0.17,1.76,0.10,0.64,2.48,87.93,13.09,0.58,0.50,0.0067,0.0010,10.43,8.43,63,13067.54,7420.97,3881.85,1.76,14.67,0.17,1.40,15.01,30.97,0.00,44.62,9.40,100.00,0.00,0.00,0.00,29.60,17.64,4.36,
2026-07-30,06:41:00.038,0.04,0.82,0.05,0.69,2.70,80.35,11.61,0.58,0.42,0.0238,0.0034,9.97,8.26,63,3371.83,4091.25,3878.86,0.82,6.87,0.04,0.36,7.62,28.25,0.00,46.54,17.59,100.00,0.00,0.00,0.00,21.51,10.09,3.84,
2026-07-30,06:41:01.038,0.06,0.96,0.06,0.74,2.90,79.48,11.70,0.58,0.41,0.0183,0.0027,10.07,8.23,63,4341.81,4504.31,3878.29,0.96,8.03,0.06,0.47,7.81,24.51,0.00,49.91,17.76,100.00,0.00,0.00,0.00,23.37,11.35,4.43,
2026-07-30,06:41:02.038,0.06,0.98,0.06,0.72,2.82,80.59,11.66,0.58,0.45,0.0187,0.0027,9.97,8.23,62,4317.21,4389.09,3880.07,0.98,8.20,0.06,0.46,7.83,26.21,0.00,44.33,21.63,100.00,0.00,0.00,0.00,22.20,10.59,4.04,
2026-07-30,06:41:03.038,0.04,0.80,0.05,0.78,3.04,82.46,11.38,0.57,0.42,0.0245,0.0034,10.06,8.24,62,3372.66,4211.59,3878.73,0.80,6.67,0.04,0.36,6.97,26.46,0.00,45.74,20.83,100.00,0.00,0.00,0.00,23.28,11.12,4.59,
2026-07-30,06:41:04.039,0.06,0.97,0.06,0.73,2.84,81.78,11.66,0.57,0.45,0.0188,0.0027,10.00,8.20,66,4339.73,4459.57,3877.78,0.97,8.11,0.06,0.47,7.90,24.74,0.00,46.25,21.10,100.00,0.00,0.00,0.00,22.21,10.70,3.94,
2026-07-30,06:41:05.038,0.04,0.83,0.05,0.70,2.74,81.38,11.53,0.58,0.43,0.0237,0.0034,10.02,8.24,65,3437.59,4153.12,3880.22,0.83,6.90,0.04,0.37,7.63,22.88,0.00,47.83,21.67,100.00,0.00,0.00,0.00,20.85,9.85,3.42,
2026-07-30,06:41:06.038,0.06,0.96,0.06,0.78,3.04,85.94,11.92,0.56,0.46,0.0183,0.0025,10.35,8.31,63,4701.60,4901.02,3877.44,0.96,7.99,0.06,0.51,8.11,24.13,0.00,50.11,17.66,100.00,0.00,0.00,0.00,23.75,12.05,4.13,
2026-07-30,06:41:07.039,0.06,0.94,0.06,0.78,3.06,83.29,11.59,0.56,0.46,0.0192,0.0027,10.16,8.29,63,4332.73,4600.89,3882.92,0.94,7.85,0.06,0.46,7.55,25.05,0.00,47.89,19.51,100.00,0.00,0.00,0.00,22.94,11.48,3.88,
2026-07-30,06:41:08.039,0.04,0.79,0.05,0.74,2.89,81.96,11.54,0.58,0.42,0.0244,0.0034,10.12,8.28,62,3365.65,4258.14,3877.34,0.79,6.59,0.04,0.36,7.40,26.95,0.00,48.08,17.57,100.00,0.00,0.00,0.00,21.39,10.45,3.38,
2026-07-30,06:41:09.040,0.06,0.97,0.06,0.71,2.76,81.42,11.69,0.58,0.45,0.0187,0.0027,10.05,8.27,63,4344.30,4465.09,3881.58,0.97,8.11,0.06,0.47,8.13,25.81,0.00,46.10,19.96,100.00,0.00,0.00,0.00,21.58,10.58,3.42,
2026-07-30,06:41:10.041,0.06,1.00,0.06,0.71,2.77,81.46,11.78,0.58,0.42,0.0180,0.0026,10.07,8.26,66,4524.45,4502.67,3881.40,1.00,8.37,0.06,0.49,8.16,25.25,0.00,46.34,20.25,100.00,0.00,0.00,0.00,21.75,10.80,3.36,
2026-07-30,06:41:11.041,0.04,0.82,0.05,0.70,2.73,80.64,11.11,0.58,0.45,0.0239,0.0033,10.02,8.23,66,3369.30,4130.06,3878.86,0.82,6.80,0.04,0.36,7.60,21.13,0.00,46.63,24.64,100.00,0.00,0.00,0.00,20.68,9.73,3.39,
2026-07-30,06:41:12.041,0.06,1.00,0.06,0.73,2.83,82.07,11.60,0.57,0.52,0.0175,0.0025,10.14,8.30,67,4682.22,4684.02,3878.07,1.00,8.33,0.06,0.50,8.33,28.96,0.00,40.45,22.26,100.00,0.00,0.00,0.00,22.48,11.49,3.41,
2026-07-30,06:41:13.041,0.09,1.29,0.07,0.77,3.00,92.09,12.20,0.55,0.47,0.0130,0.0017,10.77,8.49,66,7063.85,5466.10,3877.65,1.29,10.77,0.09,0.76,9.18,29.03,0.00,42.63,19.16,100.00,0.00,0.00,0.00,24.24,13.20,3.43,
2026-07-30,06:41:14.040,0.05,0.85,0.06,0.73,2.86,81.61,11.50,0.58,0.43,0.0223,0.0031,10.10,8.26,66,3663.79,4311.56,3877.45,0.85,7.08,0.05,0.39,7.59,26.27,0.00,45.81,20.33,100.00,0.00,0.00,0.00,21.61,10.66,3.37,
2026-07-30,06:41:15.040,0.06,0.95,0.06,0.73,2.86,82.89,11.71,0.58,0.46,0.0191,0.0027,10.23,8.33,67,4342.64,4584.76,3877.61,0.95,7.89,0.06,0.47,8.07,26.60,0.00,48.42,16.91,100.00,0.00,0.00,0.00,22.24,11.20,3.46,
2026-07-30,06:41:16.041,0.06,0.97
